CA Well Results [Active Wells only],,,,,,,,,,,,,,,,,,,,,,,,,,,
 County:Los Angeles 037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District #,Formatted API #,Operator Name,Operator Code,Field Name,Field Code,API #,Lease Name,Well #,Well Status,Pool WellTypes,Section,Township,Range,Base Meridian,Area Code,Area Name,Latitude,Longitude,GISSourceCode,DatumCode,BLMWell,DryHole,Directional,Hydraulically Fractured,SPUD Date,Completion Date,Abandoned Date
1,037-08511,The Termo Company,T1200,Seal Beach,688,03708511,San Gabriel,35,A,DG,3,05S,12W,SB,06,North Block,33.76660492,-118.1151888,gps,83,N,N,N, ,,,
1,037-08512,The Termo Company,T1200,Seal Beach,688,03708512,San Gabriel,36,I,OG,3,05S,12W,SB,06,North Block,33.76589591,-118.1140264,gps,83,N,N,N, ,,,
1,037-08515,The Termo Company,T1200,Seal Beach,688,03708515,San Gabriel,39,I,OG,3,05S,12W,SB,06,North Block,33.76615555,-118.1138957,gps,83,N,N,N, ,,,
1,037-08516,The Termo Company,T1200,Seal Beach,688,03708516,San Gabriel,40,A,OG,3,05S,12W,SB,12,South Block,33.76366375,-118.1160718,gps,83,N,N,N, ,,,
1,037-08519,The Termo Company,T1200,Seal Beach,688,03708519,San Gabriel,44,A,OG,3,05S,12W,SB,12,South Block,33.76388393,-118.1136317,gps,83,N,N,N, ,,,
1,037-08541,The Termo Company,T1200,Seal Beach,688,03708541,San Gabriel,52,A,OG,3,05S,12W,SB,12,South Block,33.76290944,-118.1145233,gps,83,N,N,N, ,,,
1,037-08543,The Termo Company,T1200,Seal Beach,688,03708543,San Gabriel,54,A,OG,3,05S,12W,SB,06,North Block,33.76663372,-118.1156067,gps,83,N,N,N, ,,,
1,037-08566,"Signal Hill Petroleum, Inc.",S3625,Seal Beach,688,03708566,Bryant,1,A,OG,11,05S,12W,SB,12,South Block,33.75504195,-118.1034031,gps,83,N,N,Y, ,,,
1,037-08568,"Signal Hill Petroleum, Inc.",S3625,Seal Beach,688,03708568,Bryant,3,A,OG,11,05S,12W,SB,12,South Block,33.7565921,-118.1033892,gps,83,N,N,N, ,,,
1,037-08569,"Signal Hill Petroleum, Inc.",S3625,Seal Beach,688,03708569,Bryant,4,A,OG,11,05S,12W,SB,12,South Block,33.75577374,-118.1024626,gps,83,N,N,Y, ,,,
1,037-08575,"Signal Hill Petroleum, Inc.",S3625,Seal Beach,688,03708575,Bryant,12,A,OG,11,05S,12W,SB,12,South Block,33.75600364,-118.1027021,gps,83,N,N,Y, ,,,
1,037-08650,Transpacific Oil Corp.,08527,Lawndale (ABD),394,03708650,Jameson Estle,1,I,OG,21,03S,14W,SB,00,Any Area,33.901481,-118.361127,hud,83,N,N,N, ,,,
1,037-08677,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708677,Vickers 1,48A,A,WF,17,02S,14W,SB,00,Any Area,34.00242623,-118.3775713,gps,83,N,N,N, ,,,
1,037-08678,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708678,Vickers 1,49,I,OG,7,02S,14W,SB,00,Any Area,34.00910727,-118.3799667,gps,83,N,N,N, ,,,
1,037-08680,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708680,Vickers 1,51,A,OG,8,02S,14W,SB,00,Any Area,34.00364146,-118.3780171,gps,83,N,N,N, ,,,
1,037-08683,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708683,Vickers 1,54,A,OG,8,02S,14W,SB,00,Any Area,34.0066409,-118.3779429,gps,83,N,N,N, ,,,
1,037-08685,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708685,Vickers 1,57,A,OG,17,02S,14W,SB,00,Any Area,33.99993013,-118.3743109,gps,83,N,N,N, ,,,
1,037-08686,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708686,Vickers 1,58,A,OG,8,02S,14W,SB,00,Any Area,34.00509276,-118.3786899,gps,83,N,N,N, ,,,
1,037-08687,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708687,Vickers 1,59,A,OG,8,02S,14W,SB,00,Any Area,34.00443171,-118.3781808,gps,83,N,N,N, ,,,
1,037-08688,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708688,Vickers 1,60,A,WF,17,02S,14W,SB,00,Any Area,34.00309369,-118.3773059,gps,83,N,N,N, ,,,
1,037-08689,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708689,Vickers 1,62,A,OG,8,02S,14W,SB,00,Any Area,34.00489054,-118.3761707,gps,83,N,N,N, ,,,
1,037-08690,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708690,Vickers 1,63,A,OG,17,02S,14W,SB,00,Any Area,34.00263885,-118.3751356,gps,83,N,N,N, ,,,
1,037-08691,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708691,Vickers 1,64,A,WF,17,02S,14W,SB,00,Any Area,34.0003938,-118.3754401,gps,83,N,N,N, ,,,
1,037-08695,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708695,Vickers 1,68,A,WF,8,02S,14W,SB,00,Any Area,34.00714387,-118.3787428,gps,83,N,N,N, ,,05/30/2012,
1,037-08699,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708699,Vickers 1,72,A,OG,7,02S,14W,SB,00,Any Area,34.00792336,-118.3805997,gps,83,N,N,N, ,,,
1,037-08701,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708701,Vickers 1,74,A,OG,8,02S,14W,SB,00,Any Area,34.00432193,-118.3774956,gps,83,N,N,N, ,,,
1,037-08702,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708702,Vickers 1,75,A,WF,8,02S,14W,SB,00,Any Area,34.00591768,-118.3775671,gps,83,N,N,N, ,,,
1,037-08703,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708703,Vickers 1,76,I,OG,8,02S,14W,SB,00,Any Area,34.00463745,-118.3775228,gps,83,N,N,Y, ,,,
1,037-08704,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708704,Vickers 1,77,I,OG,7,02S,14W,SB,00,Any Area,34.00614746,-118.3813446,gps,83,N,N,N, ,,,
1,037-08706,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708706,Vickers 1,79,A,OG,17,02S,14W,SB,00,Any Area,34.00295693,-118.3768123,gps,83,N,N,N, ,,,
1,037-03541,Tidelands Oil Production Co.,T2975,Wilmington,849,03703541,,M525E,A,OG,35,04S,13W,SB,33,Fault Block V,33.777477,-118.215726,opr,83,N,N,N, ,,,
1,037-03542,Tidelands Oil Production Co.,T2975,Wilmington,849,03703542,,M526E,A,OG,35,04S,13W,SB,33,Fault Block V,33.777512,-118.215713,opr,83,N,N,N, ,,,
1,037-03544,Tidelands Oil Production Co.,T2975,Wilmington,849,03703544,,M600D,A,OG,35,04S,13W,SB,18,Fault Block IV,33.780601,-118.220981,opr,83,N,N,N, ,,,
1,037-03545,Tidelands Oil Production Co.,T2975,Wilmington,849,03703545,,M601D,A,OG,35,04S,13W,SB,18,Fault Block IV,33.779764,-118.218169,opr,83,N,N,N, ,,,
1,037-03548,Tidelands Oil Production Co.,T2975,Wilmington,849,03703548,,M606D,A,OG,35,04S,13W,SB,18,Fault Block IV,33.778764,-118.218686,opr,83,N,N,N, ,,,
1,037-03549,Tidelands Oil Production Co.,T2975,Wilmington,849,03703549,,10-W,A,WF,35,04S,13W,SB,18,Fault Block IV,33.778755,-118.217202,opr,83,N,N,N, ,04/25/1938,05/14/1938,
1,037-09858,W. A. Playter,08834,Long Beach,412,03709858,Bunny,1,I,OG,13,04S,13W,SB,03,Northwest Extension,33.819714,-118.188654,hud,83,N,N,N, ,,,
1,037-09860,Guy Powell,03601,Long Beach,412,03709860,,5,I,OG,30,04S,12W,SB,03,Northwest Extension,33.801266,-118.17798,hud,83,N,N,N, ,,,
1,037-09885,"Remora Operating CA, LLC",R1025,Long Beach,412,03709885,Bott,1,A,OG,13,04S,13W,SB,06,Old,33.81928731,-118.1902147,gps,83,N,N,N, ,,,
1,037-09899,Cree Oil Ltd.,C8800,Long Beach,412,03709899,Dormax,1,A,OG,30,04S,12W,SB,06,Old,33.80270999,-118.1705852,gps,83,N,N,N, ,,,
1,037-09919,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709919,,94-2,A,WF,29,04S,12W,SB,06,Old,33.7936735,-118.1598896,gps,83,N,N,N, ,,,
1,037-09920,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709920,,C54,A,OG,19,04S,12W,SB,06,Old,33.80782282,-118.1690532,gps,83,N,N,N, ,,,
1,037-09939,E & B Natural Resources Management Corporation,E0100,Long Beach,412,03709939,Del Mar,1,A,OG,30,04S,12W,SB,06,Old,33.80243436,-118.1759682,gps,83,N,N,N, ,,,
1,037-09946,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709946,Duncan,1,A,OG,19,04S,12W,SB,06,Old,33.81064983,-118.185329,gps,83,N,N,N, ,,,
1,037-09947,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709947,Fulton-McKee,1,A,OG,24,04S,13W,SB,06,Old,33.81656831,-118.1898189,gps,83,N,N,N, ,,,
1,037-09949,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709949,,B9,I,OG,19,04S,12W,SB,06,Old,33.81037527,-118.1808669,gps,83,N,N,N, ,,,
1,037-09951,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709951,,B8,A,OG,19,04S,12W,SB,06,Old,33.81056652,-118.1808527,gps,83,N,N,N, ,,,
1,037-09959,BreitBurn Operating LP,B6131,Long Beach,412,03709959,Recreation Park,1,A,OG,34,04S,12W,SB,09,Recreation Park,33.77602978,-118.1321434,gps,83,N,N,Y, ,,,
1,037-09960,BreitBurn Operating LP,B6131,Long Beach,412,03709960,Recreation Park,2,A,OG,34,04S,12W,SB,09,Recreation Park,33.77603079,-118.1321258,gps,83,N,N,Y, ,,,
1,037-09961,BreitBurn Operating LP,B6131,Long Beach,412,03709961,Recreation Park,3,A,OG,34,04S,12W,SB,09,Recreation Park,33.77603082,-118.1320873,gps,83,N,N,Y, ,,,
1,037-09962,BreitBurn Operating LP,B6131,Long Beach,412,03709962,Recreation Park,4,A,OG,34,04S,12W,SB,09,Recreation Park,33.77603237,-118.1320696,gps,83,N,N,Y, ,,,
1,037-09964,Herley Kelley Company,H3400,Long Beach,412,03709964,Fee,1,A,OG,24,04S,13W,SB,06,Old,33.81557989,-118.18761,gps,83,N,N,N, ,,,
1,037-09976,HiWA Petroleum Corp.,H4500,Long Beach,412,03709976,Hiwa,1,A,OG,29,04S,12W,SB,06,Old,33.79131561,-118.1528122,gps,83,N,N,N, ,,,
1,037-09988,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03709988,,119,A,OG,29,04S,12W,SB,06,Old,33.79446243,-118.1576989,gps,83,N,N,N, ,,,
1,037-10004,Axis Petroleum Co.,A4800,Long Beach,412,03710004,Allied,34,A,OG,30,04S,12W,SB,06,Old,33.80229216,-118.1744248,gps,83,N,N,N, ,,,
1,037-10008,Oil Operators Inc.,O1040,Long Beach,412,03710008,Butler,1,I,OG,19,04S,12W,SB,06,Old,33.80523308,-118.1813231,gps,83,N,N,N, ,,,
1,037-10016,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03710016,,B18,A,OG,19,04S,12W,SB,06,Old,33.80877689,-118.1799129,gps,83,N,N,N, ,,,
1,037-10017,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03710017,,B14,A,OG,19,04S,12W,SB,06,Old,33.81125435,-118.1802048,gps,83,N,N,N, ,,,
1,037-10018,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03710018,,B35,A,OG,19,04S,12W,SB,06,Old,33.80932802,-118.1766064,gps,83,N,N,N, ,,,
1,037-10022,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03710022,,A41,A,OG,19,04S,12W,SB,06,Old,33.81323438,-118.1783824,gps,83,N,N,N, ,,,
1,037-10027,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03710027,,78-1,A,OG,29,04S,12W,SB,06,Old,33.79646818,-118.1602292,gps,83,N,N,N, ,,,
1,037-10042,Law and  Sanders,05228,Long Beach,412,03710042,,1,I,OG,13,04S,13W,SB,03,Northwest Extension,33.825284,-118.193513,hud,83,N,N,N, ,,,
1,037-07476,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707476,Block,30,I,OG,7,02S,14W,SB,00,Any Area,34.01333416,-118.3855525,gps,83,N,N,N, ,,,
1,037-07477,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707477,Block,31,A,OG,7,02S,14W,SB,00,Any Area,34.01391879,-118.3850403,gps,83,N,N,N, ,,,
1,037-07568,"Brayton-Hodges Petro, Inc.",B5835,El Segundo,232,03707568,El Segundo,2,A,OG,18,03S,14W,SB,00,Any Area,33.91185708,-118.3841616,gps,83,N,N,N, ,,,
2,037-07601,Southern California Gas Company,S4700,Honor Rancho,308,03707601,WEZU,5,A,GS,8,04N,16W,SB,06,Southeast,34.44944294,-118.5813743,gps,83,N,N,N, ,,,
2,037-07603,Southern California Gas Company,S4700,Honor Rancho,308,03707603,WEZU,9,A,GS,8,04N,16W,SB,06,Southeast,34.44632518,-118.5802492,gps,83,N,N,N, ,,,
2,037-07605,Southern California Gas Company,S4700,Honor Rancho,308,03707605,WEZU,13,A,GS,8,04N,16W,SB,06,Southeast,34.44980997,-118.584095,gps,83,N,N,N, ,,,
2,037-07606,Southern California Gas Company,S4700,Honor Rancho,308,03707606,WEZU,14,A,GS,8,04N,16W,SB,06,Southeast,34.44981837,-118.5884387,gps,83,N,N,N, ,,,
2,037-07607,Southern California Gas Company,S4700,Honor Rancho,308,03707607,WEZU,15,A,GS,8,04N,16W,SB,06,Southeast,34.44830818,-118.5829529,gps,83,N,N,N, ,,,
2,037-07608,Southern California Gas Company,S4700,Honor Rancho,308,03707608,WEZU,16,A,GS,8,04N,16W,SB,06,Southeast,34.44829125,-118.5863778,gps,83,N,N,N, ,,,
2,037-07609,Southern California Gas Company,S4700,Honor Rancho,308,03707609,WEZU,17,A,GS,7,04N,16W,SB,06,Southeast,34.44873969,-118.5913342,gps,83,N,N,N, ,,,
2,037-07610,Southern California Gas Company,S4700,Honor Rancho,308,03707610,WEZU,18,A,GS,7,04N,16W,SB,06,Southeast,34.45162623,-118.5918442,gps,83,N,N,N, ,,,
2,037-07611,Southern California Gas Company,S4700,Honor Rancho,308,03707611,WEZU,22,A,GS,7,04N,16W,SB,06,Southeast,34.45008504,-118.5938186,gps,83,N,N,N, ,,,
2,037-07612,Southern California Gas Company,S4700,Honor Rancho,308,03707612,WEZU,23,A,GS,7,04N,16W,SB,06,Southeast,34.44773708,-118.5954484,gps,83,N,N,Y, ,,11/17/1996,
2,037-07613,Southern California Gas Company,S4700,Honor Rancho,308,03707613,WEZU,24,A,GS,7,04N,16W,SB,06,Southeast,34.45029903,-118.5985357,gps,83,N,N,N, ,,,
2,037-07614,Southern California Gas Company,S4700,Honor Rancho,308,03707614,WEZU,25,A,GS,7,04N,16W,SB,06,Southeast,34.45049949,-118.6029207,gps,83,N,N,N, ,,,
2,037-07616,Southern California Gas Company,S4700,Honor Rancho,308,03707616,WEZU,28,A,GS,7,04N,16W,SB,06,Southeast,34.44919925,-118.5969468,gps,83,N,N,N, ,,,
2,037-07617,Southern California Gas Company,S4700,Honor Rancho,308,03707617,WEZU,30,A,GS,7,04N,16W,SB,06,Southeast,34.4493498,-118.6011363,gps,83,N,N,N, ,,,
2,037-07618,Southern California Gas Company,S4700,Honor Rancho,308,03707618,WEZU,C-1,A,GS,8,04N,16W,SB,06,Southeast,34.44648489,-118.5824334,gps,83,N,N,N, ,,,
2,037-07619,Southern California Gas Company,S4700,Honor Rancho,308,03707619,WEZU,C-2,A,GS,8,04N,16W,SB,06,Southeast,34.44637169,-118.58636,gps,83,N,N,N, ,,,
2,037-07620,Southern California Gas Company,S4700,Honor Rancho,308,03707620,WEZU,C-3,A,GS,8,04N,16W,SB,06,Southeast,34.44670191,-118.5899983,gps,83,N,N,N, ,,,
2,037-07621,Southern California Gas Company,S4700,Honor Rancho,308,03707621,WEZU,C-4,A,WD,8,04N,16W,SB,06,Southeast,34.44476707,-118.5841641,gps,83,N,N,Y, ,,,
1,037-07656,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707656,BC,38,A,OG,8,02S,14W,SB,00,Any Area,34.00524528,-118.3641065,gps,83,N,N,N, ,,,
1,037-07665,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707665,BC,50,A,OG,17,02S,14W,SB,00,Any Area,33.99723378,-118.3625912,gps,83,N,N,N, ,,,
1,037-07690,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707690,Vickers 1,4312 A,A,OG,7,02S,14W,SB,00,Any Area,34.00898116,-118.3793788,gps,83,N,N,N, ,,,
1,037-07692,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707692,Vickers 1,6-A,A,OG,8,02S,14W,SB,00,Any Area,34.00702181,-118.377401,gps,83,N,N,N, ,,,
1,037-07693,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707693,Vickers 1,7,A,OG,8,02S,14W,SB,00,Any Area,34.00619697,-118.3770295,gps,83,N,N,N, ,,,
1,037-07696,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707696,Vickers 1,11,A,OG,8,02S,14W,SB,00,Any Area,34.00690335,-118.3787225,gps,83,N,N,N, ,,,
1,037-07698,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707698,Vickers 1,13,A,OG,8,02S,14W,SB,00,Any Area,34.00475098,-118.3777832,gps,83,N,N,N, ,,,
1,037-07703,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707703,BC,75,I,OG,17,02S,14W,SB,00,Any Area,34.00083598,-118.3626941,gps,83,N,N,N, ,,,
1,037-07704,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707704,BC,76,I,OG,17,02S,14W,SB,00,Any Area,34.00088366,-118.3627333,gps,83,N,N,N, ,,,
1,037-07706,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03707706,Baldwin-Cienega,105,I,OG,17,02S,14W,SB,00,Any Area,34.002593,-118.36566,hud,83,N,N,N, ,,,
2,037-06687,LBTH Inc.,L0875,Del Valle,198,03706687,Sepulveda,11,I,DG,17,04N,17W,SB,06,Main,34.4299196,-118.6860132,gps,83,N,N,N, ,,,
2,037-06688,LBTH Inc.,L0875,Del Valle,198,03706688,Sepulveda,12,I,OG,17,04N,17W,SB,06,Main,34.42824331,-118.6779104,gps,83,N,N,N, ,04/15/1950,,
2,037-06689,LBTH Inc.,L0875,Del Valle,198,03706689,Sepulveda,20,I,DG,17,04N,17W,SB,06,Main,34.42889351,-118.6774968,gps,83,N,N,N, ,,,
2,037-06690,"Thompson Oil Company, Inc.",T2305,Del Valle,198,03706690,Vasquez,2,I,OG,21,04N,17W,SB,06,Main,34.42299514,-118.6745709,hud,83,N,N,N, ,,,
2,037-06691,"Thompson Oil Company, Inc.",T2305,Del Valle,198,03706691,Vasquez,3,A,OG,17,04N,17W,SB,06,Main,34.42649319,-118.686383,gps,83,N,N,N, ,,,
2,037-06693,"Thompson Oil Company, Inc.",T2305,Del Valle,198,03706693,Vasquez,5,A,OG,21,04N,17W,SB,06,Main,34.42288214,-118.6748419,hud,83,N,N,Y, ,,,
2,037-06694,"Thompson Oil Company, Inc.",T2305,Del Valle,198,03706694,Vasquez,6,A,OG,21,04N,17W,SB,06,Main,34.42310714,-118.6708499,gps,83,N,N,N, ,,,
2,037-06698,California Resources Production Corporation,C0885,Del Valle,198,03706698,Barnes,3,I,OG,16,04N,17W,SB,06,Main,34.42830073,-118.675223,gps,83,N,N,N, ,09/21/1943,,
2,037-06699,California Resources Production Corporation,C0885,Del Valle,198,03706699,Barnes,4,I,OG,16,04N,17W,SB,06,Main,34.42657772,-118.670963,gps,83,N,N,N, ,04/03/1944,,
2,037-06700,California Resources Production Corporation,C0885,Del Valle,198,03706700,Barnes,5,I,OG,16,04N,17W,SB,06,Main,34.42798023,-118.6747263,gps,83,N,N,Y, ,09/27/1944,,
2,037-06702,California Resources Production Corporation,C0885,Del Valle,198,03706702,Barnes,7,I,OG,16,04N,17W,SB,06,Main,34.42553212,-118.6720315,gps,83,N,N,Y, ,12/27/1945,,
2,037-06704,California Resources Production Corporation,C0885,Del Valle,198,03706704,Barnes,9,I,OG,16,04N,17W,SB,06,Main,34.42839778,-118.6730327,gps,83,N,N,N, ,12/10/1948,,
2,037-06708,California Resources Production Corporation,C0885,Del Valle,198,03706708,Barnes,13,I,OG,16,04N,17W,SB,06,Main,34.42546692,-118.6707625,gps,83,N,N,N, ,03/28/1951,,
2,037-06709,California Resources Production Corporation,C0885,Del Valle,198,03706709,Barnes,14,A,OG,16,04N,17W,SB,06,Main,34.42802822,-118.6750427,gps,83,N,N,Y, ,,,
2,037-06710,California Resources Production Corporation,C0885,Del Valle,198,03706710,Barnes,15,I,OG,16,04N,17W,SB,06,Main,34.42531148,-118.6753653,gps,83,N,N,Y, ,,,
2,037-06711,California Resources Production Corporation,C0885,Del Valle,198,03706711,Barnes,16,A,WD,16,04N,17W,SB,06,Main,34.42424233,-118.6714886,gps,83,N,N,N, ,06/03/1951,,
2,037-06713,California Resources Production Corporation,C0885,Del Valle,198,03706713,Barnes,18,A,OG,16,04N,17W,SB,06,Main,34.42714405,-118.6719405,gps,83,N,N,N, ,,,
2,037-06715,California Resources Production Corporation,C0885,Del Valle,198,03706715,Barnes,20,A,OG,16,04N,17W,SB,06,Main,34.42749177,-118.6739545,gps,83,N,N,Y, ,,,
2,037-06716,California Resources Production Corporation,C0885,Del Valle,198,03706716,Barnes,21,I,OG,16,04N,17W,SB,06,Main,34.42724636,-118.6692785,gps,83,N,N,Y, ,,,
2,037-06719,California Resources Production Corporation,C0885,Del Valle,198,03706719,Lincoln,1,I,OG,16,04N,17W,SB,06,Main,34.4284169,-118.6641798,gps,83,N,N,N, ,,,
2,037-06722,California Resources Production Corporation,C0885,Del Valle,198,03706722,Lincoln,4,A,OG,16,04N,17W,SB,06,Main,34.42915942,-118.6620511,gps,83,N,N,N, ,,,
2,037-06723,California Resources Production Corporation,C0885,Del Valle,198,03706723,Lincoln,5,A,OG,16,04N,17W,SB,06,Main,34.4266023,-118.6641581,gps,83,N,N,N, ,,,
1,037-11461,Bridge Energy LLC,B6136,Brea-Olinda,070,03711461,Puente,B-9,I,OG,34,02S,10W,SB,00,Any Area,33.94731381,-117.9084116,gps,83,N,N,Y, ,,,
1,037-11462,Bridge Energy LLC,B6136,Brea-Olinda,070,03711462,Puente,B-10,I,OG,35,02S,10W,SB,00,Any Area,33.94680812,-117.9055771,gps,83,N,N,N,Y,,,
1,037-11464,Bridge Energy LLC,B6136,Brea-Olinda,070,03711464,Puente,B-12,A,OG,34,02S,10W,SB,00,Any Area,33.94842969,-117.9119559,gps,83,N,N,Y, ,,,
1,037-11466,Bridge Energy LLC,B6136,Brea-Olinda,070,03711466,Puente,B-14,I,OG,34,02S,10W,SB,00,Any Area,33.94719321,-117.9085332,gps,83,N,N,Y, ,,,
1,037-11467,Bridge Energy LLC,B6136,Brea-Olinda,070,03711467,Puente,B-15,I,OG,34,02S,10W,SB,00,Any Area,33.95111951,-117.9091981,gps,83,N,N,N, ,,,
1,037-11470,Bridge Energy LLC,B6136,Brea-Olinda,070,03711470,Puente,B-18,A,OG,34,02S,10W,SB,00,Any Area,33.94743589,-117.912123,gps,83,N,N,N, ,,,
1,037-11474,Bridge Energy LLC,B6136,Brea-Olinda,070,03711474,Puente,B-22,I,OG,34,02S,10W,SB,00,Any Area,33.94633874,-117.9099745,gps,83,N,N,N, ,,,
1,037-11475,Bridge Energy LLC,B6136,Brea-Olinda,070,03711475,Puente,B-23,I,OG,34,02S,10W,SB,00,Any Area,33.94692127,-117.9132489,gps,83,N,N,N, ,,,
1,037-11479,"Signal Hill Petroleum, Inc.",S3625,Long Beach,412,03711479,,B63,I,OG,19,04S,12W,SB,06,Old,33.81027035,-118.1748396,gps,83,N,N,N, ,,,
1,037-08710,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708710,Vickers 1,84,A,WF,17,02S,14W,SB,00,Any Area,34.00294882,-118.3754987,gps,83,N,N,N, ,,,
1,037-08711,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708711,Vickers 1,85,I,OG,8,02S,14W,SB,00,Any Area,34.00494843,-118.3788308,gps,83,N,N,N, ,,,
1,037-08714,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708714,Vickers 1,88,A,WF,7,02S,14W,SB,00,Any Area,34.004926,-118.381214,sum,83,N,N,N, ,,,
1,037-08716,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708716,Vickers 1,91,A,WF,17,02S,14W,SB,00,Any Area,34.00222767,-118.3771318,gps,83,N,N,N, ,,,
1,037-08717,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708717,Vickers 1,92,A,OG,7,02S,14W,SB,00,Any Area,34.00784204,-118.3805804,gps,83,N,N,N, ,,,
1,037-08718,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708718,Vickers 1,94,A,OG,8,02S,14W,SB,00,Any Area,34.00352498,-118.3757496,gps,83,N,N,N, ,,,
1,037-08719,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708719,Vickers 1,96,A,OG,7,02S,14W,SB,00,Any Area,34.00655166,-118.3795369,gps,83,N,N,N, ,,,
1,037-08720,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708720,Vickers 1,97,A,WF,8,02S,14W,SB,00,Any Area,34.00451251,-118.3764738,gps,83,N,N,N, ,,,
1,037-08722,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708722,Vickers 1,99,A,OG,8,02S,14W,SB,00,Any Area,34.00726636,-118.378809,gps,83,N,N,N, ,,,
1,037-08724,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708724,Vickers 1,102,A,WF,7,02S,14W,SB,00,Any Area,34.00952426,-118.3805862,gps,83,N,N,N, ,,,
1,037-08726,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708726,Vickers 1,104,A,WF,17,02S,14W,SB,00,Any Area,34.00140251,-118.3748688,gps,83,N,N,N, ,,,
1,037-08729,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708729,Vickers 1,107,I,OG,8,02S,14W,SB,00,Any Area,34.00377016,-118.3779408,gps,83,N,N,N, ,,,
1,037-08730,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708730,Vickers 1,108,A,OG,7,02S,14W,SB,00,Any Area,34.00849479,-118.3795904,gps,83,N,N,N, ,,,
1,037-08731,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708731,Vickers 1,109,I,OG,17,02S,14W,SB,00,Any Area,34.00312702,-118.3773455,gps,83,N,N,N, ,,,
1,037-08733,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708733,Vickers 1,111,A,OG,8,02S,14W,SB,00,Any Area,34.00808144,-118.3782799,gps,83,N,N,N, ,,,
1,037-08734,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708734,Vickers 1,112,A,OG,7,02S,14W,SB,00,Any Area,34.00842836,-118.3796024,gps,83,N,N,N, ,,,
1,037-08735,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708735,Vickers 1,113,A,WF,7,02S,14W,SB,00,Any Area,34.00453803,-118.379117,gps,83,N,N,N, ,,,
1,037-08736,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03708736,Vickers 1,115,A,WF,7,02S,14W,SB,00,Any Area,34.00520893,-118.3812282,gps,83,N,N,N, ,,,
